intercept,block-mean,block-lin,derivative-1,derivative-2,derivative-3,derivative-4
1.0,-1.0662317696551968,-0.09380207828636064,-1.7036183701073253,-2.3265933564463643,2.808274392386657,4.420952871896701
1.0,-1.269125251475923,0.11668514888167263,-1.0415631580691465,-2.2071243936298637,1.7238098226612526,4.333204903956733
1.0,-1.3844884074310722,0.23636603067465414,-0.5362076373585744,-1.5901365194997383,0.8954665961981116,3.4430857016881165
1.0,-1.43625270726773,0.2900677259737671,-0.18304073990645472,-0.8619633942255149,0.3162237581183623,2.353100915149795
1.0,-1.4449422737865274,0.2990825190830399,0.049070902872124005,-0.23957626158878645,-0.06471692979147327,1.4049734852003497
1.0,-1.4263144412409565,0.2797574979661361,0.18998482194944624,0.20535283394865284,-0.2961760539653864,0.7157567404580342
1.0,-1.3922003442278066,0.24436660406850041,0.26253962882775056,0.48239773522653134,-0.41553612022235953,0.276276635808397
1.0,-1.3499483179662253,0.2006956913020939,0.33026537617100443,0.5528047578447535,-0.519039619328689,0.13679893245045172
1.0,-1.2587125342011938,0.11159564048526494,0.9849674711079007,-0.536734193145576,-1.477148276136436,1.5820825228514748
1.0,-1.0080589789219991,-0.12480919241449133,2.2475640672358,-2.1259036399141924,-3.3239646269564402,3.6570068461869725
1.0,-0.5853097041326096,-0.5200269257291686,3.13694843798068,-1.9723519167619286,-4.623749845777643,3.277118959839367
1.0,-0.09601366212637619,-0.9761831567536501,3.1893270877846223,-0.21308612870612847,-4.696975729063244,0.6691447329719974
1.0,0.3463577977563507,-1.3881742412869338,2.632518798562531,1.606632666512015,-3.8771633804773367,-2.0041795185986397
1.0,0.6832179877337328,-1.701813475373284,1.8692624530067332,2.5131267986254553,-2.754580094095542,-3.3842434305194784
1.0,0.9075839246364291,-1.910751786436797,1.1669678124197371,2.468769403039681,-1.7214878109040492,-3.4159271204701254
1.0,1.0384535607017709,-2.0327102200592027,0.6242044016921537,1.8769708466671033,-0.9226927817841976,-2.659315573267318
1.0,1.100730896804985,-2.0908651839856307,0.2418986679424647,1.1394088589117841,-0.3597184934300623,-1.6747934990127387
1.0,1.116213353179426,-2.1054927853238787,-0.011284531484724657,0.49307857654238996,0.013363110254217712,-0.7959609538572078
1.0,1.1017235749935401,-2.0922385658815377,-0.1671239604036711,0.023009728646922318,0.24322279955598716,-0.1462081443405563
1.0,1.0698720313769736,-2.062827519211044,-0.25017882762547144,-0.2743624925647044,0.3659760808394222,0.2741744155983074
1.0,1.0300435881622063,-2.0259823725720234,-0.27962058139139123,-0.43786772368798255,0.40983215454079863,0.5145257819783864
1.0,0.9889772771693295,-1.987964625667691,-0.2718554879899383,-0.5113771841888054,0.3989259080741068,0.6321668874920707
